service, best case response time, worst case response time, average response time, std dev response time, availability
Currency Service: Currency Conversion Request,0.002734436,0.006747499,0.0036462077999999997,0.0011611774962908812,1
Currency Service: Empty Request,0.001761848,0.003407045,0.0028154784,0.00040575415635584063,1
Cart Service: Add Item Request,0.001920824,0.002917534,0.0025251839,0.0003316605057472023,1
Cart Service: Get Cart Request,0.000987594,0.004557026,0.0020134703,0.0011773322583485978,1
Cart Service: Empty Cart Request,0.000973188,0.003060607,0.0015364393,0.0006590613022972977,1
Ad Service: Ad Request,0.005016211,0.048254968,0.0156407941,0.014165007476108967,1
Payment Service: Charge Request,0.004760397,0.044599697,0.010764824599999999,0.011385424067815552,1
Email Service: Send Order Confirmation Request,0.183964105,0.613366934,0.4704116011,0.11503609428920025,1
Product Catalogue Service: Empty Request,0.000783251,0.001945856,0.0012814879,0.0003510329615347966,1
Prouduct Catalogue Service: Get Product Request,0.000490048,0.001276572,0.0007304785999999999,0.00020359944021887681,1
Product Catalogue Service: Search Product Request,0.00047178,0.000796568,0.000658686,8.85781530378682e-05,1
Recommendation List Service: Recommendation Request,0.002614799,0.007588602,0.0036708815999999997,0.0014109197923218172,1
Checkout Service: Place Order Request,0.154196146,0.668749037,0.3820459664,0.17629208705231778,1
Shipping Service: Get Quote Request,0.000812815,0.002761159,0.0012998214000000002,0.0006605670327060229,1
Shipping Service: Ship Order Request,0.00066721,0.001527318,0.0009624776999999999,0.00024735390374726253,1
Currency Service: Currency Conversion Request,0.002494035,0.008178988,0.00334031,0.0016196242249039126,1
Currency Service: Empty Request,0.002338421,0.070639373,0.0098292814,0.02028630772889438,1
Cart Service: Add Item Request,2.9476e-05,0.023164539,0.0052181796,0.00616437513827084,0.9
Cart Service: Get Cart Request,1.9211e-05,0.003576095,0.0020855465,0.001008535194540007,0.9
Cart Service: Empty Cart Request,2.4234e-05,0.059534624,0.007326071499999999,0.017420438669094596,0.9
Ad Service: Ad Request,5.1112e-05,0.070934496,0.0151219684,0.019280207533684982,0.9
Payment Service: Charge Request,0.002571387,0.008444269,0.004978371800000001,0.0016927829744892168,1
Email Service: Send Order Confirmation Request,0.219108236,0.586840997,0.40671211500000004,0.1047837445373004,1
Product Catalogue Service: Empty Request,0.000731381,0.002025017,0.0011079355000000002,0.0003549738573918508,1
Prouduct Catalogue Service: Get Product Request,0.00036297,0.00064296,0.000471795,9.765411196155542e-05,1
Product Catalogue Service: Search Product Request,0.000327706,0.000734443,0.000431611,0.00012097562751810796,1
Recommendation List Service: Recommendation Request,0.002486588,0.007480356,0.0037646771,0.0017415814320837512,1
Checkout Service: Place Order Request,0.076179528,0.600072539,0.29711803309999996,0.16443790347557305,1
Shipping Service: Get Quote Request,0.000854727,0.001499048,0.0010466361,0.00020327734009497958,1
Shipping Service: Ship Order Request,0.000749829,0.010640559,0.0022011036999999996,0.002820168843290311,1
Currency Service: Currency Conversion Request,0.002694616,0.00927785,0.004342652899999999,0.0023401739438528263,1
Currency Service: Empty Request,0.00267422,0.022873089,0.0057095254,0.005896664896705429,1
Cart Service: Add Item Request,4.0719e-05,0.007967845,0.0033428774000000003,0.002420196078748381,0.8
Cart Service: Get Cart Request,1.3789e-05,0.004946038,0.0015820349,0.001305103838178131,0.8
Cart Service: Empty Cart Request,1.2435e-05,0.00337707,0.0014364077,0.001116721237235869,0.8
Ad Service: Ad Request,1.4063e-05,0.041315565,0.0117869498,0.011829018274154383,0.8
Payment Service: Charge Request,0.002842418,0.006161781,0.0039202005,0.0009568176572542178,1
Email Service: Send Order Confirmation Request,0.08176398,0.538170029,0.35600683489999996,0.1453998899883064,1
Product Catalogue Service: Empty Request,0.000759771,0.002108783,0.0011764989,0.00046550490938860136,1
Prouduct Catalogue Service: Get Product Request,0.000316212,0.000650381,0.00045308429999999997,0.00010144287535164801,1
Product Catalogue Service: Search Product Request,0.00030492,0.000984962,0.00048373339999999994,0.00019520009166042928,1
Recommendation List Service: Recommendation Request,0.002575724,0.004475638,0.0032250918999999997,0.000596742831045912,1
Checkout Service: Place Order Request,0.208563136,0.602971695,0.4342149612,0.13967123037711116,1
Shipping Service: Get Quote Request,0.001055194,0.001365979,0.0011756972,0.00010397299558039097,1
Shipping Service: Ship Order Request,0.000774498,0.0016117,0.0011318542000000001,0.0002875423020523415,1
Currency Service: Currency Conversion Request,0.002593466,0.005357747,0.0032653199000000008,0.0009106190241316564,1
Currency Service: Empty Request,0.002627476,0.003704472,0.0028806087999999996,0.0002974973479390363,1
Cart Service: Add Item Request,0.001930801,0.003903608,0.0026537907,0.0005793253364371439,1
Cart Service: Get Cart Request,0.000996748,0.002262693,0.0017306013,0.00038094171165207146,1
Cart Service: Empty Cart Request,0.00098024,0.004982449,0.0017240264000000002,0.0011212616344402585,1
Ad Service: Ad Request,0.00503409,0.026677916,0.0096903212,0.005805409875515815,1
Payment Service: Charge Request,0.005231558,0.052478595,0.015444818999999999,0.015251165320695164,1
Email Service: Send Order Confirmation Request,0.159077734,0.519823537,0.34559182920000003,0.11797544126911977,1
Product Catalogue Service: Empty Request,0.000961053,0.014734254,0.0026536169,0.004088882667911381,1
Prouduct Catalogue Service: Get Product Request,0.000526445,0.001314075,0.000744215,0.0002143461476038233,1
Product Catalogue Service: Search Product Request,0.000502322,0.000843796,0.0006558569999999999,9.368727385082776e-05,1
Recommendation List Service: Recommendation Request,0.002345474,0.00645667,0.003140726,0.0011513714912970532,1
Checkout Service: Place Order Request,0.194241206,0.563700945,0.3201542172,0.11712613873550572,1
Shipping Service: Get Quote Request,0.000934108,0.001728989,0.0011154201999999998,0.0002244323159898324,1
Shipping Service: Ship Order Request,0.000795313,0.001530637,0.0011676635,0.0002791499781784874,1
Currency Service: Currency Conversion Request,0.0025785,0.015008836,0.0053453482,0.0036187211348103292,1
Currency Service: Empty Request,0.001638032,0.012155278,0.0041713591,0.0029362890957461414,1
Cart Service: Add Item Request,0.001576349,0.004064799,0.0027417145,0.000806864695469476,1
Cart Service: Get Cart Request,0.001027424,0.004161226,0.0021623300999999997,0.0008635837974849285,1
Cart Service: Empty Cart Request,0.000823375,0.006960598,0.0018958646000000003,0.0017565980682087863,1
Ad Service: Ad Request,0.006254082,0.023570671,0.0109504457,0.006205287225070054,1
Payment Service: Charge Request,0.002500181,0.006113022,0.0039130641,0.0009306227845924953,1
Email Service: Send Order Confirmation Request,0.117008935,0.63337982,0.31729909710000004,0.1368575711018597,1
Product Catalogue Service: Empty Request,0.000818204,0.100458716,0.0124475218,0.029700830572312837,1
Prouduct Catalogue Service: Get Product Request,0.000356639,0.080387094,0.008661685800000003,0.023910842914587713,1
Product Catalogue Service: Search Product Request,0.000343824,0.000716461,0.00045838789999999997,0.00010848957968252068,1
Recommendation List Service: Recommendation Request,0.002373236,0.003639112,0.0029282172,0.00035926568008280447,1
Checkout Service: Place Order Request,0.18138896,0.678218119,0.3232292786,0.14059325519561788,1
Shipping Service: Get Quote Request,0.000771054,0.002677543,0.0011677452999999999,0.0005708134009646322,1
Shipping Service: Ship Order Request,0.00080846,0.002037615,0.0013013768999999998,0.000359762376518015,1
Currency Service: Currency Conversion Request,0.002538876,0.003432731,0.0029145313,0.00024009011941646,1
Currency Service: Empty Request,0.001826006,0.00433551,0.0030279153000000005,0.0006544340162383141,1
Cart Service: Add Item Request,0.00172799,0.450772925,0.0471185464,0.13455182179295,1
Cart Service: Get Cart Request,0.000994466,0.003197267,0.0015518211,0.0005807160328596844,1
Cart Service: Empty Cart Request,0.000875463,0.0015627,0.0011894663000000002,0.00023101059527391813,1
Ad Service: Ad Request,0.004485502,19.050522778,1.9147078991000004,5.711943830470158,0.9
Payment Service: Charge Request,0.003160978,0.005486612,0.003935486899999999,0.0006199215520612992,1
Email Service: Send Order Confirmation Request,0.048684586,0.691298396,0.3186702964,0.2113322887433573,1
Product Catalogue Service: Empty Request,0.000803784,0.001347066,0.0009998996999999999,0.00015105076155786176,1
Prouduct Catalogue Service: Get Product Request,0.000321246,0.000710048,0.00043191089999999996,0.0001001848082959188,1
Product Catalogue Service: Search Product Request,0.00032118,0.001184064,0.0004748854,0.00025976116957551607,1
Recommendation List Service: Recommendation Request,0.002429517,0.008878058,0.004159771,0.0019259967573273845,1
Checkout Service: Place Order Request,0.122205744,0.618210683,0.39975314939999995,0.16217742131653637,1
Shipping Service: Get Quote Request,0.000914256,0.002195014,0.0013266836000000001,0.00040674197230337563,1
Shipping Service: Ship Order Request,0.001039759,0.002536112,0.0015129444,0.0004103095934699066,1
Currency Service: Currency Conversion Request,0.001817401,0.002925632,0.0026402464999999995,0.00031307515911973915,1
Currency Service: Empty Request,0.002391201,0.005212952,0.0029590946,0.0007672497328437723,1
Cart Service: Add Item Request,0.001911461,0.00372842,0.0026620298,0.0005151041560158101,1
Cart Service: Get Cart Request,0.001373046,0.002241638,0.0017954841999999998,0.00029402007552029497,1
Cart Service: Empty Cart Request,0.001026641,0.001828701,0.0014741273,0.0002623784633235167,1
Ad Service: Ad Request,0.008524226,0.048343508,0.015789492800000002,0.01323445537409876,1
Payment Service: Charge Request,0.006835801,0.036109979,0.0117573233,0.008444006007457943,1
Email Service: Send Order Confirmation Request,0.068076578,0.481758638,0.2926134719,0.13769614543393602,1
Product Catalogue Service: Empty Request,0.000853843,0.001315896,0.0011598958,0.00013026732073686016,1
Prouduct Catalogue Service: Get Product Request,0.000429242,0.000798278,0.0006684054999999999,0.000101053568332098,1
Product Catalogue Service: Search Product Request,0.000528696,0.000814198,0.0006565796,8.469756833487015e-05,1
Recommendation List Service: Recommendation Request,0.002464395,0.005954111,0.0032610885,0.0009480479266735675,1
Checkout Service: Place Order Request,0.21747177,0.792629165,0.45805431350000003,0.1804288333660487,1
Shipping Service: Get Quote Request,0.000898713,0.004229513,0.0017648918999999999,0.0010695399354948322,1
Shipping Service: Ship Order Request,0.000785585,0.008768948,0.0018793726,0.0023083724849749534,1
Currency Service: Currency Conversion Request,0.001698772,0.006270715,0.0034279525000000003,0.0012499981264038158,1
Currency Service: Empty Request,0.002519899,0.018297706,0.0056736756,0.005516887007509728,1
Cart Service: Add Item Request,5.8064e-05,0.003675006,0.0024674232,0.0008789655471749504,0.9
Cart Service: Get Cart Request,1.4936e-05,0.002404805,0.0018042261,0.000656147467599388,0.9
Cart Service: Empty Cart Request,1.2318e-05,0.002013528,0.0013257742,0.0005104646419956627,0.9
Ad Service: Ad Request,3.495e-05,0.066180671,0.0182168983,0.019063926233721683,0.9
Payment Service: Charge Request,0.004525515,0.047818201,0.010520238500000001,0.012983388374474355,1
Email Service: Send Order Confirmation Request,0.087131797,0.609072619,0.3212352122,0.15430483605440745,1
Product Catalogue Service: Empty Request,0.000860589,0.197936866,0.020714413199999997,0.05907431595076326,1
Prouduct Catalogue Service: Get Product Request,0.000384712,0.108182116,0.011205849200000001,0.03232546406748129,1
Product Catalogue Service: Search Product Request,0.00034555,0.000712633,0.00045583120000000003,0.00011230591675846823,1
Recommendation List Service: Recommendation Request,0.002301764,0.006516156,0.0034113302000000007,0.0012405218311001061,1
Checkout Service: Place Order Request,0.116970556,0.59619741,0.3993671617,0.13258649416022059,1
Shipping Service: Get Quote Request,0.000813086,0.00284135,0.0011874216,0.0005579832793667208,1
Shipping Service: Ship Order Request,0.000907478,0.002872371,0.0015628408,0.0006602420517829502,1
Currency Service: Currency Conversion Request,0.001764255,0.007251909,0.0038729912000000006,0.0017035176865250212,1
Currency Service: Empty Request,0.002487078,0.030726419,0.006221339500000001,0.008221175232940876,1
Cart Service: Add Item Request,0.001845228,0.00333682,0.0026277111,0.00039518883768103823,1
Cart Service: Get Cart Request,0.000973954,0.004704062,0.0022086309,0.0011294037957635392,1
Cart Service: Empty Cart Request,0.001016549,0.005870508,0.0017537945000000003,0.00138496639875271,1
Ad Service: Ad Request,3.4895e-05,18.9152165,1.9030675082,5.670724123485431,0.8
Payment Service: Charge Request,0.003195533,0.005809624,0.0040572817,0.0009806321551441243,1
Email Service: Send Order Confirmation Request,0.090259381,0.419224499,0.27301839940000006,0.09382032885227141,1
Product Catalogue Service: Empty Request,0.000715595,0.001834813,0.0010951886999999998,0.00038847942213611524,1
Prouduct Catalogue Service: Get Product Request,0.000339519,0.002021216,0.0005653062000000001,0.0004894701152419421,1
Product Catalogue Service: Search Product Request,0.000321901,0.000910202,0.0004444666,0.00017423595056141543,1
Recommendation List Service: Recommendation Request,0.002523947,0.006920537,0.0037001097999999994,0.0012667644456699754,1
Checkout Service: Place Order Request,0.301695947,0.7075075,0.48989608459999995,0.1268503443204738,1
Shipping Service: Get Quote Request,0.001042068,0.00194645,0.0012107087999999996,0.0002496478604297661,1
Shipping Service: Ship Order Request,0.00074083,0.001658109,0.001143043,0.00033954859841825295,1
Currency Service: Currency Conversion Request,0.002573394,0.002903244,0.0027426788,0.00010468827131995255,1
Currency Service: Empty Request,0.002595356,0.088553761,0.014943175799999996,0.02665823227561306,1
Cart Service: Add Item Request,0.001751616,0.027689435,0.005318122899999999,0.007472638355741678,1
Cart Service: Get Cart Request,0.001061932,0.003511865,0.0018925857,0.0006515954078572147,1
Cart Service: Empty Cart Request,0.000714909,0.0017811,0.0013521862,0.00034003764144217917,1
Ad Service: Ad Request,0.005312828,0.080188384,0.016457294700000003,0.021707607675598966,1
Payment Service: Charge Request,0.005193396,0.014739722,0.0075905022,0.00277266926898178,1
Email Service: Send Order Confirmation Request,0.085461886,0.521257092,0.28353975620000005,0.1489910766011019,1
Product Catalogue Service: Empty Request,0.00083951,0.003721307,0.0013523120999999999,0.0008015815961050315,1
Prouduct Catalogue Service: Get Product Request,0.000460649,0.001780547,0.0007530862999999999,0.0003553806742188016,1
Product Catalogue Service: Search Product Request,0.000542011,0.001942147,0.0008039632,0.00041342619229623075,1
Recommendation List Service: Recommendation Request,0.002679361,0.007042747,0.003403314,0.001236058900926408,1
Checkout Service: Place Order Request,0.215655355,0.661519991,0.43352119810000006,0.1307034746674352,1
Shipping Service: Get Quote Request,0.000726251,0.001234517,0.0010064077999999998,0.00012241654142704735,1
Shipping Service: Ship Order Request,0.000744017,0.001451662,0.0009721139999999999,0.00021427518239730892,1
Currency Service: Currency Conversion Request,0.001291368,0.003216853,0.0025676590000000003,0.0005429550698337755,1
Currency Service: Empty Request,0.001564022,0.005575412,0.0028348842999999994,0.0010020226820231218,1
Cart Service: Add Item Request,0.002173828,0.003300978,0.0025285258999999997,0.00036051903076299595,1
Cart Service: Get Cart Request,0.001261798,0.005659282,0.0019995674,0.0012381921212014878,1
Cart Service: Empty Cart Request,0.000941316,0.001681125,0.0012730354,0.00022874601333190486,1
Ad Service: Ad Request,0.006667849,0.048546029,0.018203884999999996,0.01382046387474749,1
Payment Service: Charge Request,0.002586257,0.004735854,0.0037811517999999994,0.0006074419347076394,1
Email Service: Send Order Confirmation Request,0.158819307,0.579414569,0.3557107007,0.14651977027607224,1
Product Catalogue Service: Empty Request,0.000770398,0.001273361,0.0010659800999999998,0.00014642000915616007,1
Prouduct Catalogue Service: Get Product Request,0.000361754,0.000819565,0.0004975351,0.00014145620035010837,1
Product Catalogue Service: Search Product Request,0.000332697,0.000634954,0.0004514644,9.778077414215945e-05,1
Recommendation List Service: Recommendation Request,0.002614742,0.008726211,0.0035596165,0.0017490016902924508,1
Checkout Service: Place Order Request,0.196430808,0.673780229,0.4366588627,0.14314720732921252,1
Shipping Service: Get Quote Request,0.000873923,0.002427404,0.0011074928,0.00044541951225396495,1
Shipping Service: Ship Order Request,0.000990719,0.002418016,0.0015108024,0.00037802041507257247,1
Currency Service: Currency Conversion Request,0.002791342,0.039426024,0.0081410448,0.010615943207130355,1
Currency Service: Empty Request,0.002880802,0.005422606,0.0035328451,0.0009497126166695323,1
Cart Service: Add Item Request,5.5725e-05,0.848678442,0.0915913034,0.25268968334710185,0.9
Cart Service: Get Cart Request,1.5206e-05,0.008171712,0.0026617834999999998,0.0026885258653252804,0.9
Cart Service: Empty Cart Request,1.2343e-05,0.005390673,0.0016037012,0.0013500419295886924,0.9
Ad Service: Ad Request,0.006009869,0.022005072,0.009476662200000003,0.004463376482461541,1
Payment Service: Charge Request,0.002013643,0.015341708,0.0054516069,0.0035742179855165366,1
Email Service: Send Order Confirmation Request,0.076199029,0.698224697,0.4128474483000001,0.1604968487570402,1
Product Catalogue Service: Empty Request,0.000685485,0.001082163,0.0009317148999999998,0.00012344231515120732,1
Prouduct Catalogue Service: Get Product Request,0.000347885,0.001117463,0.0004792091,0.00021769553018904637,1
Product Catalogue Service: Search Product Request,0.00030115,0.00079134,0.00047744630000000007,0.00016359436183686159,1
Recommendation List Service: Recommendation Request,0.002679143,0.003376948,0.0031104605999999996,0.0002290924460553861,1
Checkout Service: Place Order Request,0.197677611,0.599501046,0.4487035682,0.15842339769998479,1
Shipping Service: Get Quote Request,0.001008456,0.001426049,0.0011591353999999999,0.00011916400571246337,1
Shipping Service: Ship Order Request,0.000740516,0.003269126,0.0012288873,0.0007095026827127645,1
Currency Service: Currency Conversion Request,0.001378544,0.00640823,0.0031005231,0.0012269515154987544,1
Currency Service: Empty Request,0.002595853,0.00581327,0.003053591,0.0009387457135394013,1
Cart Service: Add Item Request,0.002047004,0.005410872,0.0029679451,0.0008698976127261702,1
Cart Service: Get Cart Request,0.000983255,0.00271554,0.0019616771000000002,0.0005504189660770148,1
Cart Service: Empty Cart Request,0.001229574,0.001783648,0.0014443829,0.00016109536549972506,1
Ad Service: Ad Request,0.007184818,0.03055493,0.014546600999999998,0.006718751409751502,1
Payment Service: Charge Request,0.005872354,0.02047018,0.009882631499999999,0.003928329170031027,1
Email Service: Send Order Confirmation Request,0.166639488,0.737964793,0.4032045502,0.15565696838456808,1
Product Catalogue Service: Empty Request,0.000918245,0.00308094,0.0013895786999999998,0.0006175811213384116,1
Prouduct Catalogue Service: Get Product Request,0.000532597,0.001651562,0.0007811621,0.00030639615603184387,1
Product Catalogue Service: Search Product Request,0.000484758,0.002016447,0.0007723696,0.0004213024888600114,1
Recommendation List Service: Recommendation Request,0.002644513,0.006010411,0.0034069577,0.0009060264556348286,1
Checkout Service: Place Order Request,0.173384613,0.651289541,0.43457432130000007,0.17906125028168363,1
Shipping Service: Get Quote Request,0.000917051,0.002624995,0.0013090735000000002,0.0005210418854960223,1
Shipping Service: Ship Order Request,0.000832882,0.001624831,0.0012087792,0.0002921616247089271,1
Currency Service: Currency Conversion Request,0.002556742,0.005951925,0.0032508448000000004,0.000929910311587607,1
Currency Service: Empty Request,0.002786576,0.076788846,0.0175624277,0.026661683118548885,1
Cart Service: Add Item Request,4.6122e-05,0.00408584,0.0024611168,0.0010001045168262965,0.9
Cart Service: Get Cart Request,1.1722e-05,0.002532647,0.0018048725999999997,0.0006842167334228533,0.9
Cart Service: Empty Cart Request,1.3174e-05,0.003466362,0.0014769912,0.0008244586759309165,0.9
Ad Service: Ad Request,1.3921e-05,0.06842276,0.014910494300000002,0.018432668342464778,0.9
Payment Service: Charge Request,0.00245534,0.008685579,0.0041809570999999995,0.0016369545864928843,1
Email Service: Send Order Confirmation Request,0.065635566,0.563054295,0.2568224469,0.14594772153507415,1
Product Catalogue Service: Empty Request,0.000818114,0.005432383,0.0013374233999999998,0.0013675216117716895,1
Prouduct Catalogue Service: Get Product Request,0.000358569,0.002767159,0.0006683997999999999,0.0007068395129992096,1
Product Catalogue Service: Search Product Request,0.000319491,0.001825443,0.0005706704,0.0004345775743149202,1
Recommendation List Service: Recommendation Request,0.00272093,0.00813145,0.0035039557,0.0015526325066264747,1
Checkout Service: Place Order Request,0.184972312,0.665896448,0.4128516192,0.1941378322629277,1
Shipping Service: Get Quote Request,0.000824449,0.003344089,0.0012214233,0.0007117325541706028,1
Shipping Service: Ship Order Request,0.000845643,0.004430045,0.0020261279,0.001210890464633069,1
Currency Service: Currency Conversion Request,0.001673291,0.006146418,0.0032377394000000005,0.0010633651441994136,1
Currency Service: Empty Request,0.002726378,0.027229399,0.005832569300000001,0.007256932306928667,1
Cart Service: Add Item Request,0.002013787,0.003575916,0.0026368927,0.00045135014750081787,1
Cart Service: Get Cart Request,0.001243636,0.051861343,0.0067765977,0.01503058484826299,1
Cart Service: Empty Cart Request,0.001110557,0.006061477,0.0027315825,0.0018166337121238972,1
Ad Service: Ad Request,0.007002835,0.02570958,0.011121599,0.0055375845599578526,1
Payment Service: Charge Request,0.00302477,0.018178031,0.005172076,0.0043696889523811185,1
Email Service: Send Order Confirmation Request,0.103196965,0.502313835,0.2823336942,0.1376246721622796,1
Product Catalogue Service: Empty Request,0.000908416,0.009669944,0.0019012157999999998,0.0025929437613715343,1
Prouduct Catalogue Service: Get Product Request,0.000377258,0.000632998,0.0004420997,8.44544796621825e-05,1
Product Catalogue Service: Search Product Request,0.000329222,0.000883381,0.00044176459999999997,0.0001625154528493829,1
Recommendation List Service: Recommendation Request,0.002623858,0.005845907,0.0031768164,0.0009391706783631184,1
Checkout Service: Place Order Request,0.156308142,0.622989156,0.3636538085,0.1416072333562847,1
Shipping Service: Get Quote Request,0.00092469,0.001829714,0.0011710137000000003,0.0002789109929612134,1
Shipping Service: Ship Order Request,0.00079138,0.001373457,0.0010087149000000003,0.0002141803347384862,1
Currency Service: Currency Conversion Request,0.00250093,0.007684892,0.003600383,0.0016013966236500562,1
Currency Service: Empty Request,0.002563782,0.003154505,0.0027605153,0.00018013536157126395,1
Cart Service: Add Item Request,0.001520114,0.727231044,0.0748458192,0.2174622770414074,1
Cart Service: Get Cart Request,0.000810097,0.002419515,0.0015280985,0.0005606606165930063,1
Cart Service: Empty Cart Request,0.000815441,0.002118572,0.0013558691999999998,0.0003911781463343268,1
Ad Service: Ad Request,0.006436064,0.022399188,0.0096138092,0.004441540394396921,1
Payment Service: Charge Request,0.004835597,0.023216546,0.007595623299999998,0.005258981994570738,1
Email Service: Send Order Confirmation Request,0.173829515,0.688333905,0.3861667068,0.15114215732325206,1
Product Catalogue Service: Empty Request,0.000867542,0.001275909,0.0010480436999999998,0.00010699267764295834,1
Prouduct Catalogue Service: Get Product Request,0.000582394,0.000724837,0.0006481625,4.8077831630076666e-05,1
Product Catalogue Service: Search Product Request,0.000428804,0.00075702,0.0006179503,7.790714880426569e-05,1
Recommendation List Service: Recommendation Request,0.002184341,0.003805174,0.0027416195999999996,0.000496485404658425,1
Checkout Service: Place Order Request,0.123450202,0.664190365,0.34468613400000003,0.17074529123254933,1
Shipping Service: Get Quote Request,0.000840703,0.002751603,0.0013756273,0.0006856283123197365,1
Shipping Service: Ship Order Request,0.000684786,0.001451514,0.0010616368,0.00022839816319261417,1
Currency Service: Currency Conversion Request,0.002062082,0.015123442,0.0039710071999999996,0.0037419500227443125,1
Currency Service: Empty Request,0.002517313,0.006636907,0.0032208665,0.0011879954232240334,1
Cart Service: Add Item Request,0.001976232,0.005433805,0.0028943562,0.0009809730864513868,1
Cart Service: Get Cart Request,0.00115544,0.004769488,0.0021491274999999995,0.0009372966611062101,1
Cart Service: Empty Cart Request,0.000913769,0.006807039,0.0019081482,0.0016681928233392444,1
Ad Service: Ad Request,0.005042767,19.149843684,1.9319449665000001,5.739346942331664,0.9
Payment Service: Charge Request,0.003554395,0.008745164,0.004372723200000001,0.001526794685896686,1
Email Service: Send Order Confirmation Request,0.048670778,0.570812275,0.3259475278,0.1758312122883406,1
Product Catalogue Service: Empty Request,0.000820458,0.001311057,0.001017941,0.00012251277704386593,1
Prouduct Catalogue Service: Get Product Request,0.000364986,0.002192356,0.0006848968,0.0005154184277467774,1
Product Catalogue Service: Search Product Request,0.000357569,0.000706303,0.00043901140000000003,9.778752688374935e-05,1
Recommendation List Service: Recommendation Request,0.002396016,0.003723755,0.0028772462,0.0004329360793920507,1
Checkout Service: Place Order Request,0.240502824,0.609252116,0.40875837819999994,0.14198583529874886,1
Shipping Service: Get Quote Request,0.000846308,0.002054124,0.0011810921000000002,0.0004349975598902711,1
Shipping Service: Ship Order Request,0.000807546,0.003603872,0.0015955628000000003,0.000812159486314086,1
Currency Service: Currency Conversion Request,0.001680091,0.007133788,0.0032666899,0.0013926624006012692,1
Currency Service: Empty Request,0.002536796,0.006715385,0.0037311482999999998,0.0014487406532064356,1
Cart Service: Add Item Request,0.002056836,0.005161332,0.0028548268000000003,0.0008205017119021508,1
Cart Service: Get Cart Request,0.001389372,0.001979627,0.0016953329,0.0002473924101117291,1
Cart Service: Empty Cart Request,0.000998941,0.001810443,0.0014965762,0.0002374104745177853,1
Ad Service: Ad Request,0.00669742,0.021362373,0.0104942742,0.0040486021521003715,1
Payment Service: Charge Request,0.003223477,0.004434466,0.0037466919000000002,0.00038605742402017073,1
Email Service: Send Order Confirmation Request,0.156431961,0.474605799,0.32634407919999997,0.10817515057891086,1
Product Catalogue Service: Empty Request,0.041180872,0.04372692,0.0417994963,0.000733336883811806,1
Prouduct Catalogue Service: Get Product Request,0.041004156,0.044024954,0.041474157,0.0008797148587955072,1
Product Catalogue Service: Search Product Request,0.041049051,0.046230635,0.04169497900000001,0.0015139531338413345,1
Recommendation List Service: Recommendation Request,0.084008855,0.088390855,0.0851315939,0.001243577971331871,1
Checkout Service: Place Order Request,0.583900021,1.050150017,0.8602814798,0.15014756516921582,1
Shipping Service: Get Quote Request,0.041412948,0.042346288,0.0416984321,0.00023991456653627883,1
Shipping Service: Ship Order Request,0.041461938,0.042374299,0.0418812732,0.000300905867029142,1
Currency Service: Currency Conversion Request,0.042164587,0.053477848,0.0440326522,0.003266353379658509,1
Currency Service: Empty Request,0.042248258,0.126373981,0.05147294480000001,0.02499501005697367,1
Cart Service: Add Item Request,0.042862714,0.047027308,0.0437587763,0.0011527808596952878,1
Cart Service: Get Cart Request,0.042111187,0.044750924,0.0431267422,0.0007604640994525369,1
Cart Service: Empty Cart Request,0.041718308,0.043396244,0.04253504279999999,0.0004096546281715362,1
Ad Service: Ad Request,0.046380157,0.135395025,0.05924855889999999,0.02584355930860907,1
Payment Service: Charge Request,0.043428038,0.058964062,0.0481750663,0.004224030102989703,1
Email Service: Send Order Confirmation Request,0.26358731,0.671155485,0.41135431320000004,0.138357234625698,1
Product Catalogue Service: Empty Request,0.041382764,0.044526385,0.0424686934,0.0010370805372134032,1
Prouduct Catalogue Service: Get Product Request,0.041151744,0.042466924,0.041535953,0.00038690860937280947,1
Product Catalogue Service: Search Product Request,0.041174657,0.044242258,0.0417457136,0.000839737154615919,1
Recommendation List Service: Recommendation Request,0.083903177,0.088548253,0.0851242002,0.0013073263140098408,1
Checkout Service: Place Order Request,0.55066951,0.934938251,0.7238136407000001,0.12663059502441987,1
Shipping Service: Get Quote Request,0.041285284,0.041824653,0.041508875,0.00019012279004475017,1
Shipping Service: Ship Order Request,0.04119611,0.042140999,0.041600844100000006,0.0002756421393018304,1
Currency Service: Currency Conversion Request,0.041516156,0.045969364,0.043180355200000006,0.0011141189951066085,1
Currency Service: Empty Request,0.042545046,0.048089781,0.0439868219,0.001709458805429276,1
Cart Service: Add Item Request,0.04282266,0.04676856,0.0440509441,0.0010250091569013859,1
Cart Service: Get Cart Request,0.042184432,0.043838021,0.0429802532,0.0004236927938449739,1
Cart Service: Empty Cart Request,0.042250267,0.043665402,0.042781863100000005,0.0003994074818461595,1
Ad Service: Ad Request,0.049964983,17.543158135,1.8088148361999998,5.244826074440353,0.9
Payment Service: Charge Request,0.042839946,0.053653855,0.0449310569,0.003595327932270948,1
Email Service: Send Order Confirmation Request,0.289567439,0.502175524,0.40370806360000006,0.060197591996616936,1
Product Catalogue Service: Empty Request,0.041168476,0.056895957,0.0430846272,0.004616847826222623,1
Prouduct Catalogue Service: Get Product Request,0.040927901,0.043328077,0.041384485799999995,0.0007159458100212331,1
Product Catalogue Service: Search Product Request,0.040978985,0.04252359,0.0412711984,0.00043806880116876616,1
Recommendation List Service: Recommendation Request,0.084011773,0.088233178,0.0849570875,0.00113089650735328,1
